Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Germany,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Eurozone,Price / Eurozone,Compare At Price / Eurozone,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
copy-of-fresh-apple-5kg,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,10,deny,manual,14.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_a0f2f856-ca56-4cb8-a417-4ce06fcad0e7.jpg?v=1661487564,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_fcae69cf-9c18-4917-b586-6ca0e2fc45c6.jpg?v=1661487564,kg,,,,,,,,,,,,,,,,
copy-of-fresh-apple-5kg,,,,,,,,,3kg,,India,,,'123456,0.0,shopify,10,deny,manual,14.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_fcae69cf-9c18-4917-b586-6ca0e2fc45c6.jpg?v=1661487564,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_300650c1-c207-4853-99e4-5ba551de04de.jpg?v=1661150647,kg,,,,,,,,,,,,,,,,
copy-of-fresh-apple-5kg,,,,,,,,,3kg,,Canada,,,'123456,0.0,shopify,10,deny,manual,14.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_f737a38b-54b5-493e-a0f3-d41f8bf021ff.jpg?v=1661487564,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_fcae69cf-9c18-4917-b586-6ca0e2fc45c6.jpg?v=1661487564,kg,,,,,,,,,,,,,,,,
variety-bread-pie,Variety bread pie,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,"Food, Beverages & Tobacco > Food Items > Bakery",Bakery,"",true,Size,5kg,,,,,'123456,0.0,shopify,10,deny,manual,14.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_bf27e466-6ad9-4eb9-9756-07d1bdc80c68.jpg?v=1660815885,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_bf27e466-6ad9-4eb9-9756-07d1bdc80c68.jpg?v=1660815885,kg,,,true,true,,,true,,,true,,,true,,,active
variety-bread-pie,,,,,,,,,1kg,,,,,'123456,0.0,shopify,10,deny,manual,14.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/7_4043b2c9-4cd4-4fa3-8ffc-c3dbd59cc722.jpg?v=1660815885,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/7_4043b2c9-4cd4-4fa3-8ffc-c3dbd59cc722.jpg?v=1660815885,kg,,,,,,,,,,,,,,,,
variety-bread-pie,,,,,,,,,2kg,,,,,'123456,0.0,shopify,10,deny,manual,14.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_7a8049fa-70ee-4e79-b18d-595cf30ea42f.jpg?v=1660815885,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_7a8049fa-70ee-4e79-b18d-595cf30ea42f.jpg?v=1660815885,kg,,,,,,,,,,,,,,,,
variety-bread-pie,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_9ecfa28d-5975-4df7-9cb2-d7e1777a4fc8.jpg?v=1660815885,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deli-roll-cake,Deli roll cake,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,"Food, Beverages & Tobacco > Food Items > Bakery",Bakery,"",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,10,deny,manual,18.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_fec81a42-79c6-4dea-ac8c-8cd47aa95ad3.jpg?v=1661150269,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_fec81a42-79c6-4dea-ac8c-8cd47aa95ad3.jpg?v=1661150269,kg,,,true,true,,,true,,,true,,,true,,,active
deli-roll-cake,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,10,deny,manual,17.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/9_11912f6a-c13b-4ae3-90f8-66bd1c610ef7.jpg?v=1661150269,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/9_11912f6a-c13b-4ae3-90f8-66bd1c610ef7.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,10,deny,manual,18.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_2fb65745-8f02-4a7b-936b-0d528890f2e1.jpg?v=1661150269,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_2fb65745-8f02-4a7b-936b-0d528890f2e1.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,10,deny,manual,18.00,,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_bcbf8fff-3e42-416e-949f-b56a86b418d6.jpg?v=1661150269,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_fec81a42-79c6-4dea-ac8c-8cd47aa95ad3.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,2kg,,India,,,'123456,0.0,shopify,9,deny,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/9_11912f6a-c13b-4ae3-90f8-66bd1c610ef7.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,2kg,,Germany,,,'123456,0.0,shopify,10,deny,manual,16.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_2fb65745-8f02-4a7b-936b-0d528890f2e1.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,5kg,,Canada,,,'123456,0.0,shopify,10,deny,manual,18.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_fec81a42-79c6-4dea-ac8c-8cd47aa95ad3.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,5kg,,India,,,'123456,0.0,shopify,10,deny,manual,18.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/9_11912f6a-c13b-4ae3-90f8-66bd1c610ef7.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
deli-roll-cake,,,,,,,,,5kg,,Germany,,,'123456,0.0,shopify,10,deny,manual,18.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_2fb65745-8f02-4a7b-936b-0d528890f2e1.jpg?v=1661150269,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,Fruits banana 100% organic,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_6f0c5038-cb00-4e34-bb21-5cbbf675039c.jpg?v=1629201558,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_6f0c5038-cb00-4e34-bb21-5cbbf675039c.jpg?v=1629201558,kg,,,true,true,,,true,,,true,,,true,,,active
fruits-banana-100-organic-1,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_161f0b93-d329-447a-830b-7630f693568a.jpg?v=1629201562,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_161f0b93-d329-447a-830b-7630f693568a.jpg?v=1629201562,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_851d16ee-810a-4e59-9b52-5f4e71ddad42.jpg?v=1629201566,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_851d16ee-810a-4e59-9b52-5f4e71ddad42.jpg?v=1629201566,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_f049932f-09f0-4389-ba2f-3582478321a3.jpg?v=1629201566,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_6f0c5038-cb00-4e34-bb21-5cbbf675039c.jpg?v=1629201558,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,2kg,,India,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_161f0b93-d329-447a-830b-7630f693568a.jpg?v=1629201562,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,2kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_851d16ee-810a-4e59-9b52-5f4e71ddad42.jpg?v=1629201566,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,5kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_6f0c5038-cb00-4e34-bb21-5cbbf675039c.jpg?v=1629201558,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,5kg,,India,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_161f0b93-d329-447a-830b-7630f693568a.jpg?v=1629201562,kg,,,,,,,,,,,,,,,,
fruits-banana-100-organic-1,,,,,,,,,5kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_851d16ee-810a-4e59-9b52-5f4e71ddad42.jpg?v=1629201566,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,Fresh seafoods,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_fcf4c63d-f037-486b-a731-708db6cdeacf.jpg?v=1629201643,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_fcf4c63d-f037-486b-a731-708db6cdeacf.jpg?v=1629201643,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-seafoods-1,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_4cdb836b-6946-4ec4-bd56-9477d31c697a.jpg?v=1629201643,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_4cdb836b-6946-4ec4-bd56-9477d31c697a.jpg?v=1629201643,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_659857ba-5f30-41d4-b2f5-52c57a5c5a83.jpg?v=1629201552,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_659857ba-5f30-41d4-b2f5-52c57a5c5a83.jpg?v=1629201552,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_566e5d91-58db-450a-8fac-bcec6054b9f6.jpg?v=1629201553,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_fcf4c63d-f037-486b-a731-708db6cdeacf.jpg?v=1629201643,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,2kg,,India,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_4cdb836b-6946-4ec4-bd56-9477d31c697a.jpg?v=1629201643,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,2kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_659857ba-5f30-41d4-b2f5-52c57a5c5a83.jpg?v=1629201552,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,5kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_fcf4c63d-f037-486b-a731-708db6cdeacf.jpg?v=1629201643,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,5kg,,India,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_4cdb836b-6946-4ec4-bd56-9477d31c697a.jpg?v=1629201643,kg,,,,,,,,,,,,,,,,
fresh-seafoods-1,,,,,,,,,5kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_659857ba-5f30-41d4-b2f5-52c57a5c5a83.jpg?v=1629201552,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,Fresh organic reachter,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/13_8f07000b-0ed3-4f5a-9f33-16ddaa287390.jpg?v=1629201637,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/13_8f07000b-0ed3-4f5a-9f33-16ddaa287390.jpg?v=1629201637,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-organic-reachter,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_777cbcb4-a429-4ab9-a24c-b93c178ed92a.jpg?v=1629201637,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_777cbcb4-a429-4ab9-a24c-b93c178ed92a.jpg?v=1629201637,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_a9a1e9ea-629b-4bd3-ab08-fb89a55ddbf9.jpg?v=1629201547,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_a9a1e9ea-629b-4bd3-ab08-fb89a55ddbf9.jpg?v=1629201547,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/15_adc4803a-1275-4eae-a200-928964330b0e.jpg?v=1629201547,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/13_8f07000b-0ed3-4f5a-9f33-16ddaa287390.jpg?v=1629201637,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,2kg,,India,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_777cbcb4-a429-4ab9-a24c-b93c178ed92a.jpg?v=1629201637,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,2kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_a9a1e9ea-629b-4bd3-ab08-fb89a55ddbf9.jpg?v=1629201547,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,5kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/13_8f07000b-0ed3-4f5a-9f33-16ddaa287390.jpg?v=1629201637,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,5kg,,India,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_777cbcb4-a429-4ab9-a24c-b93c178ed92a.jpg?v=1629201637,kg,,,,,,,,,,,,,,,,
fresh-organic-reachter,,,,,,,,,5kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,44.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/14_a9a1e9ea-629b-4bd3-ab08-fb89a55ddbf9.jpg?v=1629201547,kg,,,,,,,,,,,,,,,,
fresh-organic-fruit50gm,Fresh organic fruit(50gm),"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,5kg,,,,,'123456,0.0,shopify,10,deny,manual,33.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/12_6014e685-13d0-4184-b237-5550e0d6490c.jpg?v=1629201632,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/12_6014e685-13d0-4184-b237-5550e0d6490c.jpg?v=1629201632,kg,,,true,true,,,true,,,true,,,true,,,active
